cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
51,13.024209116444966,80.21846739592905,13.028483333333334,80.22405,Highway_unknown,highway,,769.18,13
52,13.1641268751433,80.25604666699455,13.1640505,80.2559661,Highway_unknown,highway,,12.17,15
53,12.979204030333484,80.13898970286839,12.9740833,80.1358049,Highway_unknown,highway,,665.81,9
54,13.06524132201059,80.23181072492933,13.06625,80.231995,Highway_unknown,highway,,113.92,13
55,13.068225020216408,80.22572808753857,13.0685899,80.2260283,Highway_unknown,highway,,52.0,26
56,13.070019998896392,80.2308644091614,13.0667829,80.2303123,Highway_unknown,highway,,364.88,6
57,12.91625796120272,80.18681161918497,12.91826,80.1883683,Highway_unknown,highway,,279.33,4
58,12.968823015913948,79.9519731503376,12.9691004,79.9508666,Highway_unknown,highway,,123.81,14
59,12.964190704119984,79.94711929046045,12.9635167,79.9475479,Highway_unknown,highway,,88.17,4
60,13.098772694857402,80.16411688683685,13.0993008,80.1621723,Highway_unknown,highway,,218.64,4
61,13.101512968400554,80.1557319398732,13.1029331,80.1581192,Highway_unknown,highway,,302.95,11
63,12.845786607178765,79.6971050760942,12.845317,79.6964359,Highway_unknown,highway,,89.39,14
64,12.850879756916893,79.6920886976603,12.8506338,79.6933984,Highway_unknown,highway,,144.59,13
67,12.991058493388197,80.0917789018583,12.990395,80.08897,Highway_unknown,highway,,313.16,2
68,12.99861797530709,80.09580969624432,12.9984366,80.0965683,Highway_unknown,highway,,84.63,21
69,12.98032018644893,80.21118229240706,12.9818832,80.2178764,Highway_unknown,highway,,745.86,13
70,13.17187828603465,80.30363600169242,13.17154,80.3052183,Highway_unknown,highway,,175.4,13
71,12.878492681916086,79.93603255028646,12.8787672,79.9367666,Highway_unknown,highway,,85.22,7
72,13.0527679350261,80.09593999810885,13.0561506,80.0955963,Highway_unknown,highway,,377.97,10
73,13.050637453132069,80.10070233250744,13.0566835,80.0993824,Highway_unknown,highway,,687.33,13
74,13.119658815626012,80.06520709571697,13.1207334,80.0656223,Highway_unknown,highway,,127.67,12
75,13.129943425043184,80.2543425704198,13.1318883,80.2529349,Highway_unknown,highway,,264.58,15
76,12.881855235418254,80.07644173567415,12.880945,80.0805499,Highway_unknown,highway,,456.67,2
77,12.922946819174808,80.15215114337677,12.92273,80.152235,Highway_unknown,highway,,25.77,18
78,12.916540689547816,80.15263933140393,12.9167583,80.1522399,Highway_unknown,highway,,49.59,14
79,13.094110061859237,80.2537272070302,13.0980503,80.2509689,Highway_unknown,highway,,530.29,8
80,13.097173420665628,80.24901783551935,13.0973994,80.2489471,Highway_unknown,highway,,26.27,8
83,13.109034229239724,80.18286447711982,13.10844,80.18332666666667,Highway_unknown,highway,,82.89,34
84,13.11296195907075,80.18858522352224,13.107984,80.1861,Highway_unknown,highway,,615.49,5
85,13.106406065835392,80.18556556459419,13.1063997,80.1863479,Highway_unknown,highway,,84.73,11
86,13.02460011125202,80.17738758382603,13.0245816,80.1773666,Highway_unknown,highway,,3.07,9
87,13.026428995972568,80.16995306547366,13.027898333333331,80.17113833333333,Highway_unknown,highway,,207.8,13
88,13.057580035633906,79.91129836025915,13.0572032,79.9124431,Highway_unknown,highway,,130.89,2
89,13.060599786377608,80.19626918888785,13.0608733,80.1961449,Highway_unknown,highway,,33.26,4
90,13.062237922014155,80.1912803646869,13.0600166,80.1954841,Highway_unknown,highway,,518.02,10
91,13.056675485179683,80.19340537605507,13.0564832,80.1937198,Highway_unknown,highway,,40.21,5
93,13.129310638700124,80.13848151681019,13.1294566,80.1386166,Highway_unknown,highway,,21.85,12
94,13.13064527937792,80.13135266131503,13.1307435,80.1313781,Highway_unknown,highway,,11.26,39
95,13.124606670587534,80.134598693704,13.1305837,80.1355838,Highway_unknown,highway,,673.12,6
96,13.137478337392482,80.22686341623776,13.138833,80.2277278,Highway_unknown,highway,,177.34,5
97,13.092935909137132,79.65978023034442,13.09287,79.6594783,Highway_unknown,highway,,33.51,28
100,13.019077946109949,80.14234223365808,13.0191671,80.1424598,Highway_unknown,highway,,16.14,13
101,13.02235974633798,80.14691875515602,13.022933,80.1463699,Highway_unknown,highway,,87.17,15
